Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
ga buka,neutral,neutral,4
gratis emng susah bayar pajak mana iya make bpjs gratis karna emang program perintah dinas sosial aja gak kasih denger denger dri warga kampung dapet keluarga bayar k kantor nya kawasan larang pungli calo hadeh aja mafia nya,negative,negative,1
kode otp g masuk udh nunggu mnt ulang susah sekali tolong baik,neutral,neutral,4
eror kadang daftar kontrol no antri muncul,neutral,neutral,1
daftar kis tpi daerah pulau,neutral,neutral,5
updt ga gilir ganti pswrd bnyak kendala aplikas tp kendala ga ponsel support sma apl,neutral,neutral,1
rak bergunaaa,neutral,neutral,1
terima kasih jkn degan adaya jkn semu ubah pskes mudah,positive,positive,5
peh,neutral,neutral,5
update koq gk logindaftar ulang gk bisagimana inimana pakekmohon baik coba fitur kirim otp wa efisien,positive,positive,5
kasih bintang,neutral,neutral,5
aplikasih jelek kelam kode verfikasi,negative,negative,5
alkhamdulillahsetelah jkn mobile msh sehat batu,neutral,neutral,1
apk ga update udah pake data tetep aja apk tulis nya offline,neutral,neutral,4
jkn mobile bantu karna dpat mudah dg aplikasi ubah data serta bpjs faskes dll hp,positive,positive,5
yg login hapus cace hapus data,neutral,neutral,5
alhdulillah,neutral,neutral,1
mudah baru faskes data,positive,positive,1
aplikasi mudah daftar ubah data dll,positive,positive,1
apk sengsara masyarakat,neutral,neutral,1
mudah gampang gak ribet,positive,positive,1
bantu,neutral,neutral,5
bug,neutral,neutral,5
kluar gin aplikasi miliar aplikasi abal ngabisin duwit rakyat doang,neutral,neutral,1
mudah semuga gak ribet lagilanjutkan,positive,positive,5
otp otp otp aplikasi perintah aja otp,neutral,neutral,5
ga ngerti lgi aplikasi perintah mudah sulit udah daftar ga gilir daftar ulang udah daftar log in ga aneh sumpah,negative,negative,4
aplikasi lot gimana deh suruh masukin kode otp ngga kode otp masuk sms gitu aja terusss ga ujung nya,neutral,neutral,5
aplikasi bagus bantu daftar periksa,positive,positive,2
tolong kode refrael nya daftar jkn,neutral,neutral,5
bantu proses cepat pindah faskes,positive,positive,5
bpjs ga jelassss obat aja susah banget ganti faskes dekat ga nunggu asli bodo banget ngapain nunggu uda daftar kartu nya faskes tera nunggu sekarat obat tahhh gitu rugi setor ga kepake,negative,neutral,1
menbantu,neutral,neutral,5
fitur layan mudah bantu serta terimakasih,positive,positive,5
alhamdulillah lumayan susah,negative,negative,1
logout gajelas,neutral,neutral,5
makasih,neutral,neutral,2
banyak bug susah login error udah bertahuntahun ginigini aja,negative,negative,1
gausah update gih update nambah bagus o on aplikasi tholol aplikasi rusak rusak rusak rusak nya,negative,negative,5
jkn mudah benerin online nk pdhl ktnya layan jam kerja tp malem d layanin ganti nomor tlpn yg udh gk d pke mantaaap,positive,positive,5
ubah data mudah laku,positive,positive,1
layan bantu,neutral,neutral,5
aplikasi brengsek susah log in,negative,negative,5
aplikasi jkn rubah daftar anggota keluarga yg lahirkenapa sulit bgt y video info yg,negative,negative,1
aplikasi bagus,positive,positive,3
susah daftar ulangulang,negative,negative,1
mudah akces informasi solusi,positive,positive,1
gampang,neutral,neutral,4
makasih ya,neutral,neutral,5
,neutral,neutral,5
gabisa buka apk jkn yah,neutral,neutral,5
daftar aja susah bgt,negative,negative,4
mudah akses apa ribet banget,positive,positive,5
puas performa fitur,positive,positive,1
bagus aplikasi nya ga kendala info mudah check bayar dll pakai obat sih tau,positive,positive,1
aplikasi konyol,neutral,neutral,5
moga pelayananya makit jossss,neutral,neutral,1
tolong baik blom masuk masuk kuga,positive,positive,5
error trs knp sihh buka mobile jkn klrg trs kesel ka aing naa,negative,negative,1
bantu,neutral,neutral,2
ayo aplikasi sehat baik,positive,positive,1
bagus,positive,positive,5
mo ganti faskes verifikasi wajah ga muncul tolong baik judul jamin sehat nasional tingkat nasional nilai nya buruk,neutral,neutral,1
suruh login mulu gak log uou,neutral,neutral,1
hadeh ga verifikasi no nya tanggal juni,neutral,neutral,5
apk genting urgen bgt eror internet sinyal kencang klo pilih syh gk pake apk kecewa,negative,negative,5
layan online muas fast respon fast proses,neutral,neutral,5
aplikasi aneh ndaftar ngga bisa suruh verifikasi poto ajah susah banget aneh emang aneh,negative,negative,1
aplikasi keren youtube resolusi k aja lancar masuk nih apk kena spam notifikasi offline pake jaringanwifi aneh,negative,negative,5
sy rubah faskes bgitu mudah trmkasih mobail jkn,positive,positive,5
,neutral,neutral,1
bantu terima kasih,neutral,neutral,5
jelek,negative,negative,1
jaring bagustapi ngelag alami salah jaring aplikasi jkn nya aja gak kembang aneh,negative,negative,1
harap fitur minum obat aplikasi sakit tbc nonaktif kes diskriminatif,neutral,neutral,1
ngelag aplikasi buruk,negative,negative,3
bagus banget bantu pokok,positive,positive,3
kode veritivikasi sms masuk masuk coba kali kali gilira email masuk,neutral,neutral,5
kode otp nya manaa,neutral,neutral,5
captcha putar putar aja mati login aja susah ampun,negative,negative,1
ubah no telp jaring bagus opsi muncul tolong baik cepat,positive,positive,5
bantu utk periksa sehat,neutral,neutral,5
diupdate diupdate kacau ni aplikasirujukan ga muncul ga ambil nmer antrianjawaban developer hnya kali daftar via jknpdahal yg kali kalitlong baik,positive,positive,5
aplikasi sampah nyusahin masyarakat aja loading mulu wifi kenceng paket data,negative,negative,1
bagus hrus login ulang nik udah bener password nya salah mulu ga heran ga bener ni aplikasi,positive,positive,1
aktif ubah data harap pendek,neutral,neutral,5
ko engga masuk ya malam tek cek pagi tetep engga masuk tulis minta bom proses mohon maaf tidak nyaman nanya gambar tulis offline iningimna tolong baik kk minggu kemaren mas ko aplikasi nya,positive,positive,5
servernya lot,neutral,neutral,5
maa syaa allah,neutral,neutral,5
bantu mudah urus,positive,positive,5
mudah mudah ubah data,positive,positive,1
aplikasi suka eror daftar antri gmn mudah pasien klo eror,positive,positive,5
solusi mobil jkn lebih akunjd login,positive,positive,5
respon nya cepat,positive,positive,5
susah aja obat,negative,negative,5
sangatsangat bantu,neutral,neutral,1
masukdaftar gagal,negative,negative,1
mudah nyaman,positive,positive,5
ampassss daftar ribet,neutral,neutral,5
hadoooohhh aplikasi bikin darah aja masuk aja susah bgt udah masukin nik password yg bener bilang nya nik salah yg bikin aplikasi layan nya buruk rujuk aja daftar aplikasi tpi masuk aja bikin emosi,negative,negative,1
tombol masuk klik tombol fingerprint lupa sandi klik tolong baik,positive,positive,5
udah ulang kali daftar antri online gagal daftar manual antri yg,negative,negative,5
ntah kayak gin udah ambil rujuk nya situ palak aja,neutral,neutral,5
alhmdulillah,neutral,neutral,5
aplikasi sempurna rilis hambat orang obat aplikasi mudah sulit kode otp,neutral,neutral,5
gabisa daftar,neutral,neutral,5
kode verifikasi ngulang nyaman ngulang berapakali,positive,positive,1
nyesel banget downloadnya daftar sampe susah ampun apes banget indo ko gin yh serba sulit haduhhh,negative,negative,5
aplikasi bantu tpi error mana kadang booking online faskes tingkat kga muncul opsi rujuk kontrol booking saran next update tolong tambah dual akun clone whatsapp mudah milik bpjs beda akun,neutral,neutral,5
quick respon,neutral,neutral,1
operasi,neutral,neutral,5
keren tinggal coba,neutral,neutral,5
amazing,neutral,neutral,5
lemott bangett orang berobatt aja dipersulitt heran deh asa udah bayar bulan deh layan minus bed minus ambil antri jam udah gituu aplikasi suka errorr dah login aplikasi aja sulit banget asa nama berobatt urgent lohh perihal login gausah pake captcha lahh ribett bangettt orang gabisa obat gara captcha doang minuss minuss,neutral,neutral,5
aplikasi bngst bnr cmn obat doang,neutral,neutral,5
mantap bangat bantu,positive,positive,5
mantap bantu butuh,positive,positive,1
masuk akun susah banget captcha gak muncul,negative,negative,5
ribet susah gak aplikasi,negative,negative,5
mantap mudah langkah,positive,positive,1
kirim verifikasi sms adakan atur verifikasi sms nya detik tunggu verifikasi muncul coba ulang kali aplikasi perlu daftar nya susah,negative,negative,5
bayar lancar pake daftar antri online faskes ga terang bad request f coba tnya call center ga suruh dtng aja klinik tnpa daftar d layanin jam no antri,neutral,neutral,5
log out cm bbrp ga buka udah verif sandi susah app tp udah ribet ruwet,negative,negative,1
aplikasi mudah playanan,positive,positive,1
baik aplikasi nya susah masuk akun,neutral,neutral,1
aja,neutral,neutral,5
menarikdan akurat,neutral,neutral,3
pas check in d rs banget gangguanjadi susah obat,negative,negative,1
nggk bisadaftarr no nik daftar mksudnya gimna,neutral,neutral,4
bagus apk bantu daftar,positive,positive,5
tolong jgn sulit,negative,negative,5
pjnya bpjs kelas bayar,neutral,neutral,4
aplikasi bagus logout pas login sandi salah,positive,positive,5
suruh update buka login data nya beda gimana sich,neutral,neutral,5
aplikasi gak udh kali verifikasi sms,neutral,neutral,2
tolong d perhati lg kenph aplikasi login sendri,neutral,neutral,5
aplikasi regist aja ribet banget captcha nya gak muncul muncul verifikasi wajah gak fungsi bikin aplikasi make kaki kah,neutral,neutral,5
nik udah udah lengkap aja suruh log insehabis log in daftar bolak aja ampe pusingfix ga gunauntung ngasih bintang kalo gagw ga kasih bintang,neutral,neutral,5
fitur lupa sandi baik boss aplikasi perintah udah habis dana masak diem aj masuk akun gak gara log out otomatis fertifikasi email email blm terdartar daftar pkai email kalo pakai fertifikasi pakai nomer telgon ganggu udah emang gak kerja ya,positive,positive,2
aplikasi yg ya,neutral,neutral,1
daftar antri gagal terang minta proses fungsi daftar duluan nya,negative,negative,1
efisien,neutral,neutral,5
penting gabisa login signal lancar normal aja,neutral,neutral,5
aplikasi burik mudah memprsulit,positive,positive,5
tolong bikin aplikasi yg bener loginnya susah gak daftar no antre mudah sulit orang,negative,negative,5
alhamdulillah batu,neutral,neutral,5
guna aplikasi jkn mudah gampang,positive,positive,5
aplikasi busuk verifikasi rumit ga daftarin orang,neutral,neutral,1
susah versipikat wajah gagal,negative,negative,1
bantu layan faskes tunggu antri log out trus password nik masuk salah mohon bantu,neutral,neutral,5
coba ajar sehat,neutral,neutral,5
logout,neutral,neutral,5
layan call centernya baik,positive,positive,1
bantu,neutral,neutral,5
aplikasi perintah angaran dana terima verifikasi nomer aja susah sadar dana aja woy,negative,negative,5
bantu,neutral,neutral,5
logout udh verifikasi verifikasi,neutral,neutral,5
simple guna ny manfaat gak capek kantor bpjs,neutral,neutral,5
daftar yg beda skrng fisioterapi gak bisa ya daftar dokter yg bingung,neutral,neutral,1
sngt puas prmuda dftr obat,positive,positive,4
bagus bantu tp versi baru ubah faskes klik tombol tuju verivikasi photo selvi ribeut kl verivikasi orang yg tua susah arah bagus versi pake pin aza verivikasi ubah data pilih pake pin verivikasi wajah trima kasih,positive,neutral,5
ga,neutral,neutral,5
mobile jkn bantu masarakat,neutral,neutral,1
okey,neutral,neutral,4
gak verifikasi muka tombol ok nya cermin doang,neutral,neutral,1
tolong baik,positive,positive,5
logout masuk ga bisabisa tolong baik,positive,positive,1
terima kode otp verifikasi susah masuk masuk sms sulit guna,negative,negative,1
akun gk log in daftar ulang,neutral,neutral,5
aplikasi aneh baru login ulang login otomatis log out ss minim fitur,negative,negative,1
keeren,neutral,neutral,2
sungguh aplikasi mudah urus,positive,positive,1
capcha nya susah baca parah sampe gagal trs ayo capcha jgn d gitu yg aja angka bikin org ga nyaman payah buat aplikasi model bikin masyarat bingung,negative,negative,5
d login melulu klu pakai orang tua udah deh d banting ni hpupdate trus login susah pakai darurat mlah bikin emosi,negative,negative,1
mantap terimakasih,positive,positive,1
buka mudah sulit zaman skrng,neutral,neutral,4
bagus,positive,positive,5
bantu masyarakat,neutral,neutral,1
aplikasi yg gunakanakses daftar rujuk layan kontrol ulang kirim otp masuk aneehh,neutral,neutral,5
ubah data serta dokter dekat mudah bekeeja pagi pulang sore obat uange ndilalahe sore periksanyasekeluarga al hamdulillah fleksibel bantu terimakasih masyaallah moga bpjs jaga allah senantiasa bantu rakyat indonesia segi sehat aamiin,positive,positive,5
simak,neutral,neutral,5
aplikasi eror pdhal butuh bgt kontrol nya pas ganti nomer tuh gabisa plistlg baik,positive,positive,5
mudah semenjak pake apk,positive,positive,5
login hp buka aplikasi jkn suruh login ulang anggap login hp hp benerin gih nyusahin pasien,neutral,neutral,5
sangat bantu,neutral,neutral,1
udah otp kali kali gamasuk verifikasi wajah susah baik napa,neutral,neutral,5
singkron aplikasi mitra mp health paskes pol paru jkn daftar online,neutral,neutral,1
ampun deh ngapain coba suruh download apk jkn mobile pas login gabisa masuk,neutral,neutral,1
bugnya min tolong baik susah loh in,neutral,neutral,3
aplikasi buruk jelek gak login asuw,negative,negative,5
aplikasi milik perintah emang gapernah bener saat aplikasi udah nge gratisin otp pulsa kocak emang situ m banking,neutral,neutral,5
aplikasi susah log in tolong baik,neutral,neutral,5
kapasitas memori makan ruang kecil,neutral,neutral,3
habis update susah ni apk ambil antri online aja error,negative,negative,4
moga error,negative,negative,5
parah,negative,negative,5
komplain udah byk selesai bug nya perkara login aja ribet bgt org sakit yg daftar aja sulit scan muka aja bgt ngidentifikasinya baik  nya apk yg pake bpjs la yg andal nyusahin org sakit,neutral,neutral,1
mudah daftar on line,positive,positive,5
efisien menbantu,neutral,neutral,1
bantu ambil antri daftar obat,neutral,neutral,5
update pakai wifi gak coba pakai data bisaapaan guna sulit pikir aja klo pakai wifi jaring bagus gak,neutral,neutral,1
ga login jelek bgt logout knp ya kaya hobi bgt nyusahin rakyat bikin ribet,negative,negative,2
oke bangeet,positive,positive,1
verifikasi bangett pdhl nomer ku aktif mode pesawat ga nyala pake paket pake wifi tetep ga pesan kode masuk detik udah verifikasi ulang tetep aja ga pesan masuk,neutral,neutral,1
aplikasi sihudah isi jugak data nya gak jalan udah pas email nya masalah,negative,negative,1
aplikasi updet pas buka playstore g updetan udah updet ga masuk paswod email dah bener apk payah,negative,negative,1
stelah update pass nik salah uda masukinnya uda coba sampe x ttp aja salah,neutral,neutral,5
mohon baru penting masyarakat pake priksan hamil lahir an aktif lgi,neutral,neutral,5
jaring error bug,negative,negative,1
mantap aplikasi cepat,positive,positive,5
knp sekrg ssh log in,neutral,neutral,5
bantu guna rakyat,neutral,neutral,5
daftar verifikasi wajah gagal,negative,negative,1
mantapppll,neutral,neutral,5
daftar susah bgt kode verifikasi sms ga masuk udah pakai nomor tp kode sms ga masuk baik sistem,neutral,neutral,5
ganggu mulu sihsusah login,neutral,neutral,5
update masuk ngreset login parah kaga masuklogin bilang error akun yg notabene nomor ktp yg dah daftar jelek sistem database ni aplikasi ngeluh layan kantor bingung orang gaptek,negative,negative,2
bantu terimakasih bpjs aplikasi jkn,neutral,neutral,1
aplikasi ga jelass banget log out gilir log in susah ga,negative,negative,5
mantap aplikasi tingkat lag mudah penggunaannyai,positive,positive,2
bantu faskes,neutral,neutral,5
bnyk yg keluh verifikasi x ku fikir sya sj mohon d baik,positive,positive,1
lot otp susah,negative,negative,4
mudah pindah faskes i,positive,positive,1
ngambil antri nya kode verifikasi lewa sms via wa kasih opsi sms wa tolong baik guna pakai aplikasi,positive,positive,5
tuk finefine aj,neutral,neutral,1
bantu terkadang loading,neutral,neutral,1
